scenario_id,judge_model,pair_id,author_x,author_y,stratum,prompt_variant,consistent,preferred_author
cp_traffic_strict,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,strict,True,claude-sonnet-4-6
cp_traffic_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,strict,True,claude-sonnet-4-6
cp_traffic_strict,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,strict,True,gpt-4o-mini
cp_traffic_strict,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,strict,True,claude-sonnet-4-6
cp_traffic_strict,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,strict,True,claude-haiku-4-5
cp_traffic_strict,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,strict,True,claude-haiku-4-5
cp_traffic_strict,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,strict,False,
cp_winter_natural,claude-haiku-4-5,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,False,
cp_winter_natural,claude-haiku-4-5,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_winter_natural,claude-haiku-4-5,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_winter_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,False,
cp_winter_natural,claude-sonnet-4-6,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_winter_natural,claude-sonnet-4-6,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_winter_natural,gpt-4o-mini,claude-haiku-4-5__vs__claude-sonnet-4-6,claude-haiku-4-5,claude-sonnet-4-6,compound,natural,True,claude-sonnet-4-6
cp_winter_natural,gpt-4o-mini,claude-haiku-4-5__vs__gpt-4o-mini,claude-haiku-4-5,gpt-4o-mini,compound,natural,True,gpt-4o-mini
cp_winter_natural,gpt-4o-mini,claude-sonnet-4-6__vs__gpt-4o-mini,claude-sonnet-4-6,gpt-4o-mini,compound,natural,False,
